출고요청일,품목코드,출고수량,출고단위,납품번호,납품품목,주문단위,주문수량,출고중량,자재그룹명,자재유형명,item 번호
2016-01-01,30500685,5,EA,4002835878,1,EA,5,1.465,샌드위치_TLJ,완제품,1
2016-01-01,30500480,5,EA,4002835878,3,EA,5,1.09,샌드위치_TLJ,완제품,3
2016-01-01,30500282,5,EA,4002835878,4,EA,5,1.165,샌드위치_TLJ,완제품,4
2016-01-01,30000204,1,PAC,4002836134,1,PAC,1,0.8,냉동생지_식빵,완제품,1
2016-01-01,30000209,1,PAC,4002836134,2,PAC,1,1.2,냉동생지_식빵,완제품,2
2016-01-01,30000281,1,PAC,4002836134,3,PAC,1,0.64,냉동생지_식빵,완제품,3
2016-01-01,30000280,1,PAC,4002836134,4,PAC,1,1.76,냉동생지_식빵,완제품,4
2016-01-01,40014553,1,EA,4002836134,5,EA,1,1,기타가공식품류,원재료,5
2016-01-01,20022569,1,PAC,4002836134,6,PAC,1,8,매입생지,상품,6
2016-01-01,30000104,1,PAC,4002836134,7,PAC,1,2.08,냉동생지_식빵,완제품,7
2016-01-01,30000052,1,PAC,4002836134,8,PAC,1,1.6,냉동생지_패스츄리,완제품,8
2016-01-01,30000283,1,PAC,4002836134,9,PAC,1,2.52,냉동생지_식빵,완제품,9
2016-01-01,30000058,1,PAC,4002836134,10,PAC,1,0.9,냉동생지_과자빵,완제품,10
2016-01-01,30000432,1,PAC,4002836134,11,PAC,1,1.1,냉동생지_과자빵,완제품,11
2016-01-01,30000431,1,PAC,4002836134,12,PAC,1,0.2,냉동생지_패스츄리,완제품,12
2016-01-01,30000489,1,PAC,4002836134,13,PAC,1,0.8,냉동생지_과자빵,완제품,13
2016-01-01,20022524,1,PAC,4002836134,14,PAC,1,10,매입생지,상품,14
2016-01-01,30000159,2,PAC,4002836134,15,PAC,2,4,냉동생지_과자빵,완제품,15
2016-01-01,20001362,1,PAC,4002836134,16,PAC,1,12,매입생지,상품,16
2016-01-01,30000439,1,PAC,4002836134,17,PAC,1,1,냉동생지_과자빵,완제품,17
2016-01-01,30000239,2,PAC,4002836134,18,PAC,2,0.92,냉동생지_식빵,완제품,18
2016-01-01,30000027,1,PAC,4002836134,19,PAC,1,0.87,냉동생지_레온,완제품,19
2016-01-01,30000003,1,PAC,4002836134,20,PAC,1,1.4,냉동생지_과자빵,완제품,20
2016-01-01,30000005,1,PAC,4002836134,21,PAC,1,0.55,냉동생지_과자빵,완제품,21
2016-01-01,30000165,1,PAC,4002836134,22,PAC,1,1.35,냉동생지_과자빵,완제품,22
2016-01-01,30000418,1,PAC,4002836134,23,PAC,1,1.425,냉동생지_과자빵,완제품,23
2016-01-01,30500582,1,PAC,4002836134,24,PAC,1,1,냉동생지_과자빵,완제품,24
2016-01-01,30000548,2,PAC,4002836134,25,PAC,2,0.9,냉동생지_과자빵,완제품,25
2016-01-01,30000317,1,PAC,4002836134,26,PAC,1,0.72,냉동생지_과자빵,완제품,26
2016-01-01,30000300,1,PAC,4002836134,27,PAC,1,1.23,냉동생지_과자빵,완제품,27
2016-01-01,30000169,1,PAC,4002836134,28,PAC,1,1.8,냉동생지_과자빵,완제품,28
2016-01-01,30000006,1,PAC,4002836134,29,PAC,1,1.35,냉동생지_과자빵,완제품,29
2016-01-01,30000242,1,PAC,4002836134,30,PAC,1,1.2,냉동생지_레온,완제품,30
2016-01-01,30000088,1,PAC,4002836134,31,PAC,1,1.28,냉동생지_과자빵,완제품,31
2016-01-01,30000121,1,PAC,4002836134,32,PAC,1,1.275,냉동생지_과자빵,완제품,32
2016-01-01,30000101,1,PAC,4002836134,33,PAC,1,1.275,냉동생지_과자빵,완제품,33
2016-01-01,30000100,1,PAC,4002836134,34,PAC,1,1.35,냉동생지_과자빵,완제품,34
2016-01-01,30000015,1,PAC,4002836134,35,PAC,1,0.7,냉동생지_과자빵,완제품,35
2016-01-01,30000220,1,PAC,4002836134,36,PAC,1,1.275,냉동생지_과자빵,완제품,36
2016-01-01,30000097,1,PAC,4002836134,37,PAC,1,0.7,냉동생지_과자빵,완제품,37
2016-01-01,30000303,1,PAC,4002836134,38,PAC,1,0.72,냉동생지_과자빵,완제품,38
2016-01-01,20001518,1,PAC,4002836134,39,PAC,1,12,매입생지,상품,39
2016-01-01,30000014,1,PAC,4002836134,40,PAC,1,2,냉동생지_식빵,완제품,40
2016-01-01,30000016,1,PAC,4002836134,41,PAC,1,0.9,냉동생지_레온,완제품,41
2016-01-01,30000162,1,PAC,4002836134,42,PAC,1,0.8,냉동생지_과자빵,완제품,42
2016-01-01,20020809,1,PAC,4002836134,43,PAC,1,5,매입생지,상품,43
2016-01-01,30000142,1,PAC,4002836134,44,PAC,1,1.98,냉동생지_식빵,완제품,44
2016-01-01,30000057,1,PAC,4002836134,45,PAC,1,1.5,냉동생지_식빵,완제품,45
2016-01-01,30000025,1,PAC,4002836134,46,PAC,1,2.6,냉동생지_패스츄리,완제품,46
2016-01-01,30000168,1,PAC,4002836134,47,PAC,1,1.575,냉동생지_패스츄리,완제품,47
2016-01-01,30000021,1,PAC,4002836134,48,PAC,1,0.6,냉동생지_패스츄리,완제품,48
2016-01-01,30000448,1,PAC,4002836134,49,PAC,1,1.275,냉동생지_패스츄리,완제품,49
2016-01-01,20001520,1,PAC,4002836134,50,PAC,1,9,매입생지,상품,50
2016-01-01,30000138,1,PAC,4002836134,51,PAC,1,0.825,냉동생지_패스츄리,완제품,51
2016-01-01,30000161,1,PAC,4002836134,52,PAC,1,1.125,냉동생지_과자빵,완제품,52
2016-01-01,20001368,1,PAC,4002836134,53,PAC,1,10,매입생지,상품,53
2016-01-01,30000009,1,PAC,4002836134,54,PAC,1,1,냉동생지_과자빵,완제품,54
2016-01-01,30000119,1,PAC,4002836134,55,PAC,1,1.7,냉동생지_과자빵,완제품,55
2016-01-01,30000424,1,PAC,4002836134,56,PAC,1,1.275,냉동생지_레온,완제품,56
2016-01-01,30000134,1,PAC,4002836134,57,PAC,1,1.7,냉동생지_레온,완제품,57
2016-01-01,30000322,1,PAC,4002836134,58,PAC,1,2.2,냉동생지_과자빵,완제품,58
2016-01-01,30000011,1,PAC,4002836134,59,PAC,1,1,냉동생지_패스츄리,완제품,59
2016-01-01,30000133,1,PAC,4002836134,60,PAC,1,2,냉동생지_과자빵,완제품,60
2016-01-01,30000462,1,PAC,4002836134,61,PAC,1,1,냉동생지_레온,완제품,61
2016-01-01,30000175,1,EA,4002836134,62,EA,1,0.46,반제케익_냉동시트,완제품,62
2016-01-01,30000416,1,EA,4002836134,63,EA,1,0.46,반제케익_냉동시트,완제품,63
2016-01-01,20000372,1,PAC,4002836134,64,PAC,1,30,OEM양과자,상품,64
2016-01-01,41001039,10,PAC,4002836134,65,PAC,10,160,스티커류,포장재,65
2016-01-01,40000566,1,EA,4002836134,66,EA,1,1,식품첨가물,원재료,66
2016-01-01,40000571,1,EA,4002836134,67,EA,1,1,식품첨가물,원재료,67
2016-01-01,40000795,1,EA,4002836134,68,EA,1,0.5,유지&유가공품,원재료,68
2016-01-01,40000810,1,EA,4002836134,69,EA,1,1,식품첨가물,원재료,69
2016-01-01,30000335,1,EA,4002836134,70,EA,1,0.5,크림류_크림류,완제품,70
2016-01-01,30000340,1,EA,4002836134,71,EA,1,1,크림류_크림류,완제품,71
2016-01-01,30000338,1,EA,4002836134,72,EA,1,0.5,크림류_크림류,완제품,72
2016-01-01,40000305,1,EA,4002836134,73,EA,1,0.5,축산물가공품,원재료,73
2016-01-01,40001930,1,EA,4002836134,74,EA,1,0.425,통조림류,원재료,74
2016-01-01,40001971,2,EA,4002836134,75,EA,2,3.6,통조림류,원재료,75
2016-01-01,30500085,2,EA,4002836134,76,EA,2,2,가열 _기타,완제품,76
2016-01-01,40001217,2,EA,4002836134,77,EA,2,2,축산물가공품,원재료,77
2016-01-01,40000509,1,EA,4002836134,78,EA,1,0.3,식품첨가물,원재료,78
2016-01-01,40001975,1,EA,4002836134,79,EA,1,1,견과류,원재료,79
2016-01-01,40001300,6,EA,4002836134,80,EA,6,3,유지&유가공품,원재료,80
2016-01-01,20000679,6,EA,4002836134,81,EA,6,6,완제빵,상품,81
2016-01-01,20000691,10,EA,4002836134,82,EA,10,10,완제빵,상품,82
2016-01-01,20000688,30,EA,4002836134,83,EA,30,30,완제빵,상품,83
2016-01-01,20000411,6,EA,4002836134,84,EA,6,6,완제빵,상품,84
2016-01-01,20013715,4,EA,4002836134,85,EA,4,4,OEM선물류케익,상품,85
2016-01-01,20000687,4,EA,4002836134,86,EA,4,4,OEM선물류케익,상품,86
2016-01-01,30000427,2,EA,4002836134,87,EA,2,1.35,반제케익_선물류,완제품,87
2016-01-01,30000246,4,EA,4002836134,88,EA,4,2.764,반제케익_선물류,완제품,88
2016-01-01,30500728,4,EA,4002836134,89,EA,4,2000,반제케익_선물류,완제품,89
2016-01-01,30000381,4,EA,4002836134,90,EA,4,1.6,케익류_선물류,완제품,90
2016-01-01,20000678,4,EA,4002836134,91,EA,4,4,OEM선물류케익,상품,91
2016-01-01,20015436,2,EA,4002836134,92,EA,2,2,매입상품_매입선물류,상품,92
2016-01-01,20013766,2,EA,4002836134,93,EA,2,2,매입상품_매입선물류,상품,93
2016-01-01,20013767,2,EA,4002836134,94,EA,2,2,매입상품_매입선물류,상품,94
2016-01-01,20000414,2,EA,4002836134,95,EA,2,2,OEM선물류케익,상품,95
2016-01-01,30000041,24,EA,4002836134,96,EA,24,2.4,케익류_양과자,완제품,96
2016-01-01,20000373,6,EA,4002836134,97,EA,6,6,OEM양과자,상품,97
2016-01-01,20000398,15,EA,4002836134,98,EA,15,15,OEM양과자,상품,98
2016-01-01,20000396,15,EA,4002836134,99,EA,15,15,OEM양과자,상품,99
2016-01-01,20000707,2,EA,4002836134,100,EA,2,2,OEM양과자,상품,100
2016-01-01,20000589,2,PAC,4002836134,101,PAC,2,48,OEM양과자,상품,101
2016-01-01,20000374,5,EA,4002836134,102,EA,5,5,OEM양과자,상품,102
2016-01-01,20000710,5,EA,4002836134,103,EA,5,5,OEM양과자,상품,103
2016-01-01,20000684,5,EA,4002836134,104,EA,5,5,OEM양과자,상품,104
2016-01-01,20000591,4,EA,4002836134,105,EA,4,4,OEM양과자,상품,105
2016-01-01,20025241,1,PAC,4002836134,106,PAC,1,10,매입상품_떡류,상품,106
2016-01-01,20013718,3,EA,4002836134,107,EA,3,3,매입상품_쿠키및캔디,상품,107
2016-01-01,20001565,1,PAC,4002836134,108,PAC,1,8,매입상품_매입선물류,상품,108
2016-01-01,20001566,1,PAC,4002836134,109,PAC,1,8,매입상품_매입선물류,상품,109
2016-01-01,20001639,1,PAC,4002836134,110,PAC,1,8,매입상품_쿠키및캔디,상품,110
2016-01-01,20001640,1,PAC,4002836134,111,PAC,1,8,매입상품_쿠키및캔디,상품,111
2016-01-01,20001641,1,PAC,4002836134,112,PAC,1,8,매입상품_쿠키및캔디,상품,112
2016-01-01,20001588,1,PAC,4002836134,113,PAC,1,24,매입상품_쿠키및캔디,상품,113
2016-01-01,20001462,1,PAC,4002836134,114,PAC,1,6,매입상품_CJ상품,상품,114
2016-01-01,20001463,1,PAC,4002836134,115,PAC,1,6,매입상품_CJ상품,상품,115
2016-01-01,20001464,1,PAC,4002836134,116,PAC,1,6,매입상품_CJ상품,상품,116
2016-01-01,20000473,10,EA,4002836134,117,EA,10,10,매입상품_음료,상품,117
2016-01-01,20000474,10,EA,4002836134,118,EA,10,10,매입상품_음료,상품,118
2016-01-01,20000472,6,EA,4002836134,119,EA,6,6,매입상품_음료,상품,119
2016-01-01,20001619,1,PAC,4002836134,120,PAC,1,24,매입상품_음료,상품,120
2016-01-01,20000447,15,EA,4002836134,121,EA,15,15,매입상품_음료,상품,121
2016-01-01,41001203,10,PAC,4002836134,122,PAC,10,500,커피음료용포장재류,포장재,122
2016-01-01,41001026,5,PAC,4002836134,123,PAC,5,250,커피음료용포장재류,포장재,123
2016-01-01,41001286,2,PAC,4002836134,124,PAC,2,400,커피음료용포장재류,포장재,124
2016-01-01,41001201,1,PAC,4002836134,125,PAC,1,200,커피음료용포장재류,포장재,125
2016-01-01,41001071,5,PAC,4002836134,126,PAC,5,500,커피음료용포장재류,포장재,126
2016-01-01,,252,EA,,,,,4544.024,,,
,,110,PAC,,,,,,,,
2016-01-02,20022379,1,PAC,4002843405,1,PAC,1,40,매입상품_빙과류,상품,1
2016-01-02,20022376,1,PAC,4002843405,2,PAC,1,40,매입상품_빙과류,상품,2
2016-01-02,20022378,1,PAC,4002843405,3,PAC,1,40,매입상품_빙과류,상품,3
2016-01-02,20022380,1,PAC,4002843405,4,PAC,1,40,매입상품_빙과류,상품,4
2016-01-02,30000185,25,EA,4002843425,1,EA,25,1.5,완제빵_완제빵,완제품,1
2016-01-02,41001379,1,EA,4002843425,2,EA,1,1,지함&받침류,포장재,2
2016-01-02,30000183,25,EA,4002843425,3,EA,25,2.3,완제빵_완제빵,완제품,3
2016-01-02,41001379,1,EA,4002843425,4,EA,1,1,지함&받침류,포장재,4
2016-01-02,30500685,5,EA,4002843425,5,EA,5,1.465,샌드위치_TLJ,완제품,5
2016-01-02,30500481,5,EA,4002843425,6,EA,5,1.03,샌드위치_TLJ,완제품,6
2016-01-02,30500684,5,EA,4002843425,7,EA,5,1.095,샌드위치_TLJ,완제품,7
2016-01-02,30500480,5,EA,4002843425,8,EA,5,1.09,샌드위치_TLJ,완제품,8
2016-01-02,30500282,5,EA,4002843425,9,EA,5,1.165,샌드위치_TLJ,완제품,9
2016-01-02,30000170,1,PAC,4002843804,1,PAC,1,0.72,냉동생지_식빵,완제품,1
2016-01-02,30000167,1,PAC,4002843804,2,PAC,1,1.62,냉동생지_식빵,완제품,2
2016-01-02,30000204,1,PAC,4002843804,3,PAC,1,0.8,냉동생지_식빵,완제품,3
2016-01-02,30000209,1,PAC,4002843804,4,PAC,1,1.2,냉동생지_식빵,완제품,4
2016-01-02,30000281,2,PAC,4002843804,5,PAC,2,1.28,냉동생지_식빵,완제품,5
2016-01-02,30000280,2,PAC,4002843804,6,PAC,2,3.52,냉동생지_식빵,완제품,6
2016-01-02,30000104,1,PAC,4002843804,7,PAC,1,2.08,냉동생지_식빵,완제품,7
2016-01-02,30000283,1,PAC,4002843804,8,PAC,1,2.52,냉동생지_식빵,완제품,8
2016-01-02,30000058,2,PAC,4002843804,9,PAC,2,1.8,냉동생지_과자빵,완제품,9
2016-01-02,30000432,1,PAC,4002843804,10,PAC,1,1.1,냉동생지_과자빵,완제품,10
2016-01-02,30000431,1,PAC,4002843804,11,PAC,1,0.2,냉동생지_패스츄리,완제품,11
2016-01-02,30000406,2,PAC,4002843804,12,PAC,2,2.4,냉동생지_식빵,완제품,12
2016-01-02,30000489,1,PAC,4002843804,13,PAC,1,0.8,냉동생지_과자빵,완제품,13
2016-01-02,30000159,4,PAC,4002843804,14,PAC,4,8,냉동생지_과자빵,완제품,14
2016-01-02,20001362,2,PAC,4002843804,15,PAC,2,24,매입생지,상품,15
2016-01-02,30000239,2,PAC,4002843804,16,PAC,2,0.92,냉동생지_식빵,완제품,16
2016-01-02,30000027,2,PAC,4002843804,17,PAC,2,1.74,냉동생지_레온,완제품,17
2016-01-02,30000003,2,PAC,4002843804,18,PAC,2,2.8,냉동생지_과자빵,완제품,18
2016-01-02,30000005,2,PAC,4002843804,19,PAC,2,1.1,냉동생지_과자빵,완제품,19
2016-01-02,30500582,2,PAC,4002843804,20,PAC,2,2,냉동생지_과자빵,완제품,20
2016-01-02,30000548,3,PAC,4002843804,21,PAC,3,1.35,냉동생지_과자빵,완제품,21
2016-01-02,30000317,2,PAC,4002843804,22,PAC,2,1.44,냉동생지_과자빵,완제품,22
2016-01-02,30000300,2,PAC,4002843804,23,PAC,2,2.46,냉동생지_과자빵,완제품,23
2016-01-02,30000169,2,PAC,4002843804,24,PAC,2,3.6,냉동생지_과자빵,완제품,24
2016-01-02,30000006,2,PAC,4002843804,25,PAC,2,2.7,냉동생지_과자빵,완제품,25
2016-01-02,30000242,1,PAC,4002843804,26,PAC,1,1.2,냉동생지_레온,완제품,26
2016-01-02,30000121,2,PAC,4002843804,27,PAC,2,2.55,냉동생지_과자빵,완제품,27
2016-01-02,30000100,2,PAC,4002843804,28,PAC,2,2.7,냉동생지_과자빵,완제품,28
2016-01-02,30000015,2,PAC,4002843804,29,PAC,2,1.4,냉동생지_과자빵,완제품,29
2016-01-02,30000220,2,PAC,4002843804,30,PAC,2,2.55,냉동생지_과자빵,완제품,30
2016-01-02,30000097,2,PAC,4002843804,31,PAC,2,1.4,냉동생지_과자빵,완제품,31
2016-01-02,30000303,2,PAC,4002843804,32,PAC,2,1.44,냉동생지_과자빵,완제품,32
2016-01-02,30000016,2,PAC,4002843804,33,PAC,2,1.8,냉동생지_레온,완제품,33
2016-01-02,30000162,1,PAC,4002843804,34,PAC,1,0.8,냉동생지_과자빵,완제품,34
2016-01-02,30000132,1,PAC,4002843804,35,PAC,1,1.8,냉동생지_식빵,완제품,35
2016-01-02,30000017,1,PAC,4002843804,36,PAC,1,2.04,냉동생지_식빵,완제품,36
2016-01-02,30000155,1,PAC,4002843804,37,PAC,1,1.9,냉동생지_패스츄리,완제품,37
2016-01-02,30000156,1,PAC,4002843804,38,PAC,1,1.75,냉동생지_식빵,완제품,38
2016-01-02,30000018,1,PAC,4002843804,39,PAC,1,2.16,냉동생지_식빵,완제품,39
2016-01-02,30500587,1,PAC,4002843804,40,PAC,1,1.3,냉동생지_패스츄리,완제품,40
2016-01-02,30000158,1,PAC,4002843804,41,PAC,1,2,냉동생지_패스츄리,완제품,41
2016-01-02,30000020,1,PAC,4002843804,42,PAC,1,1.5,냉동생지_패스츄리,완제품,42
2016-01-02,30000021,2,PAC,4002843804,43,PAC,2,1.2,냉동생지_패스츄리,완제품,43
2016-01-02,20001520,2,PAC,4002843804,44,PAC,2,18,매입생지,상품,44
2016-01-02,30000138,2,PAC,4002843804,45,PAC,2,1.65,냉동생지_패스츄리,완제품,45
2016-01-02,30000161,2,PAC,4002843804,46,PAC,2,2.25,냉동생지_과자빵,완제품,46
2016-01-02,20001368,1,PAC,4002843804,47,PAC,1,10,매입생지,상품,47
2016-01-02,30000009,1,PAC,4002843804,48,PAC,1,1,냉동생지_과자빵,완제품,48
2016-01-02,20001230,1,PAC,4002843804,49,PAC,1,10,매입생지,상품,49
2016-01-02,30000119,2,PAC,4002843804,50,PAC,2,3.4,냉동생지_과자빵,완제품,50
2016-01-02,30000424,2,PAC,4002843804,51,PAC,2,2.55,냉동생지_레온,완제품,51
2016-01-02,30000134,2,PAC,4002843804,52,PAC,2,3.4,냉동생지_레온,완제품,52
2016-01-02,30000322,1,PAC,4002843804,53,PAC,1,2.2,냉동생지_과자빵,완제품,53
2016-01-02,30000011,1,PAC,4002843804,54,PAC,1,1,냉동생지_패스츄리,완제품,54
2016-01-02,30000133,1,PAC,4002843804,55,PAC,1,2,냉동생지_과자빵,완제품,55
2016-01-02,30000462,2,PAC,4002843804,56,PAC,2,2,냉동생지_레온,완제품,56
2016-01-02,30000174,1,EA,4002843804,57,EA,1,0.63,반제케익_냉동시트,완제품,57
2016-01-02,30000037,1,EA,4002843804,58,EA,1,0.52,케익류_시트류,완제품,58
2016-01-02,30000050,1,EA,4002843804,59,EA,1,0.91,케익류_무스케익,완제품,59
2016-01-02,20000395,1,EA,4002843804,60,EA,1,1,OEM무스케익,상품,60
2016-01-02,30500530,1,EA,4002843804,61,EA,1,0.48,케익류_무스케익,완제품,61
2016-01-02,20023230,1,EA,4002843804,62,EA,1,1,OEM무스케익,상품,62
2016-01-02,20000372,2,PAC,4002843804,63,PAC,2,60,OEM양과자,상품,63
2016-01-02,40000566,1,EA,4002843804,64,EA,1,1,식품첨가물,원재료,64
2016-01-02,40000571,2,EA,4002843804,65,EA,2,2,식품첨가물,원재료,65
2016-01-02,40013815,1,EA,4002843804,66,EA,1,1,과일&채소류,원재료,66
2016-01-02,30000336,2,EA,4002843804,67,EA,2,1,크림류_크림류,완제품,67
2016-01-02,40001571,1,EA,4002843804,68,EA,1,18,밀가루&당분류,원재료,68
2016-01-02,40000249,1,EA,4002843804,69,EA,1,1,유지&유가공품,원재료,69
2016-01-02,40000795,1,EA,4002843804,70,EA,1,0.5,유지&유가공품,원재료,70
2016-01-02,30000337,2,EA,4002843804,71,EA,2,0.6,크림류_크림류,완제품,71
2016-01-02,40000810,2,EA,4002843804,72,EA,2,2,식품첨가물,원재료,72
2016-01-02,30000335,1,EA,4002843804,73,EA,1,0.5,크림류_크림류,완제품,73
2016-01-02,30000340,1,EA,4002843804,74,EA,1,1,크림류_크림류,완제품,74
2016-01-02,30000338,1,EA,4002843804,75,EA,1,0.5,크림류_크림류,완제품,75
2016-01-02,40001922,1,EA,4002843804,76,EA,1,1,식품첨가물,원재료,76
2016-01-02,40001930,2,EA,4002843804,77,EA,2,0.85,통조림류,원재료,77
2016-01-02,30000339,1,EA,4002843804,78,EA,1,0.5,크림류_크림류,완제품,78
2016-01-02,40002020,1,EA,4002843804,79,EA,1,5,식품첨가물,원재료,79
2016-01-02,30000341,3,EA,4002843804,80,EA,3,1.5,크림류_크림류,완제품,80
2016-01-02,30500327,1,EA,4002843804,81,EA,1,0.5,가열 _기타,완제품,81
2016-01-02,30500085,3,EA,4002843804,82,EA,3,3,가열 _기타,완제품,82
2016-01-02,40002126,2,EA,4002843804,83,EA,2,2,식품첨가물,원재료,83
2016-01-02,40001190,1,EA,4002843804,84,EA,1,1.8,유지&유가공품,원재료,84
2016-01-02,40001217,3,EA,4002843804,85,EA,3,3,축산물가공품,원재료,85
2016-01-02,40002352,2,EA,4002843804,86,EA,2,1,식품첨가물,원재료,86
2016-01-02,40001417,1,EA,4002843804,87,EA,1,0.4,향신료류,원재료,87
2016-01-02,40001300,7,EA,4002843804,88,EA,7,3.5,유지&유가공품,원재료,88
2016-01-02,20001549,2,EA,4002843804,89,EA,2,2,매입상품_쿠키및캔디,상품,89
2016-01-02,91000007,2,EA,4002843804,90,EA,2,2,무상판촉물,무상판촉물,90
2016-01-02,20000709,1,PAC,4002843804,91,PAC,1,6,완제빵,상품,91
2016-01-02,20000679,10,EA,4002843804,92,EA,10,10,완제빵,상품,92
2016-01-02,20000691,20,EA,4002843804,93,EA,20,20,완제빵,상품,93
2016-01-02,20000688,20,EA,4002843804,94,EA,20,20,완제빵,상품,94
2016-01-02,20000411,6,EA,4002843804,95,EA,6,6,완제빵,상품,95
2016-01-02,30000141,1,EA,4002843804,96,EA,1,0.527,케익류_버터케익,완제품,96
2016-01-02,20000513,1,EA,4002843804,97,EA,1,1,OEM버터케익,상품,97
2016-01-02,30000054,1,EA,4002843804,98,EA,1,0.59,케익류_버터케익,완제품,98
2016-01-02,20015371,1,EA,4002843804,99,EA,1,1,OEM버터케익,상품,99
2016-01-02,30000056,1,EA,4002843804,100,EA,1,0.43,케익류_버터케익,완제품,100
2016-01-02,30000117,1,EA,4002843804,101,EA,1,0.425,케익류_버터케익,완제품,101
2016-01-02,30000115,1,EA,4002843804,102,EA,1,0.67,케익류_버터케익,완제품,102
2016-01-02,30500494,1,EA,4002843804,103,EA,1,0.615,케익류_버터케익,완제품,103
2016-01-02,30500619,1,EA,4002843804,104,EA,1,0.64,케익류_버터케익,완제품,104
2016-01-02,20013715,8,EA,4002843804,105,EA,8,8,OEM선물류케익,상품,105
2016-01-02,20000687,8,EA,4002843804,106,EA,8,8,OEM선물류케익,상품,106
2016-01-02,30000427,6,EA,4002843804,107,EA,6,4.05,반제케익_선물류,완제품,107
2016-01-02,30000246,8,EA,4002843804,108,EA,8,5.528,반제케익_선물류,완제품,108
2016-01-02,30500728,8,EA,4002843804,109,EA,8,4000,반제케익_선물류,완제품,109
2016-01-02,30000381,8,EA,4002843804,110,EA,8,3.2,케익류_선물류,완제품,110
2016-01-02,20000678,8,EA,4002843804,111,EA,8,8,OEM선물류케익,상품,111
2016-01-02,20015436,3,EA,4002843804,112,EA,3,3,매입상품_매입선물류,상품,112
2016-01-02,20013766,2,EA,4002843804,113,EA,2,2,매입상품_매입선물류,상품,113
2016-01-02,20013767,2,EA,4002843804,114,EA,2,2,매입상품_매입선물류,상품,114
2016-01-02,20015095,3,PAC,4002843804,115,PAC,3,18,매입상품_매입선물류,상품,115
2016-01-02,20000414,2,EA,4002843804,116,EA,2,2,OEM선물류케익,상품,116
2016-01-02,30000041,24,EA,4002843804,117,EA,24,2.4,케익류_양과자,완제품,117
2016-01-02,20000373,6,EA,4002843804,118,EA,6,6,OEM양과자,상품,118
2016-01-02,20000398,15,EA,4002843804,119,EA,15,15,OEM양과자,상품,119
2016-01-02,20000396,15,EA,4002843804,120,EA,15,15,OEM양과자,상품,120
2016-01-02,20000707,2,EA,4002843804,121,EA,2,2,OEM양과자,상품,121
2016-01-02,20000589,2,PAC,4002843804,122,PAC,2,48,OEM양과자,상품,122
2016-01-02,20000374,10,EA,4002843804,123,EA,10,10,OEM양과자,상품,123
2016-01-02,20000710,6,EA,4002843804,124,EA,6,6,OEM양과자,상품,124
2016-01-02,20000684,6,EA,4002843804,125,EA,6,6,OEM양과자,상품,125
2016-01-02,20000591,8,EA,4002843804,126,EA,8,8,OEM양과자,상품,126
2016-01-02,20025241,1,PAC,4002843804,127,PAC,1,10,매입상품_떡류,상품,127
2016-01-02,20013718,3,EA,4002843804,128,EA,3,3,매입상품_쿠키및캔디,상품,128
2016-01-02,20001462,1,PAC,4002843804,129,PAC,1,6,매입상품_CJ상품,상품,129
2016-01-02,20001463,1,PAC,4002843804,130,PAC,1,6,매입상품_CJ상품,상품,130
2016-01-02,20001464,1,PAC,4002843804,131,PAC,1,6,매입상품_CJ상품,상품,131
2016-01-02,20001465,1,PAC,4002843804,132,PAC,1,6,매입상품_CJ상품,상품,132
2016-01-02,20001645,2,PAC,4002843804,133,PAC,2,20,매입상품_음료,상품,133
2016-01-02,20000473,10,EA,4002843804,134,EA,10,10,매입상품_음료,상품,134
2016-01-02,20000474,10,EA,4002843804,135,EA,10,10,매입상품_음료,상품,135
2016-01-02,20000472,6,EA,4002843804,136,EA,6,6,매입상품_음료,상품,136
2016-01-02,20001619,1,PAC,4002843804,137,PAC,1,24,매입상품_음료,상품,137
2016-01-02,20001391,1,PAC,4002843804,138,PAC,1,12,매입상품_음료,상품,138
2016-01-02,20001392,1,PAC,4002843804,139,PAC,1,12,매입상품_음료,상품,139
2016-01-02,20000447,20,EA,4002843804,140,EA,20,20,매입상품_음료,상품,140
2016-01-02,20001219,1,PAC,4002843804,141,PAC,1,24,매입상품_음료,상품,141
2016-01-02,20001544,1,PAC,4002843804,142,PAC,1,10,매입상품_음료,상품,142
2016-01-02,40001468,1,EA,4002843804,143,EA,1,2.47,식품첨가물,원재료,143
2016-01-02,40001791,1,EA,4002843804,144,EA,1,1.5,음료&디저트류,원재료,144
2016-01-02,40001926,1,EA,4002843804,145,EA,1,1.8,음료&디저트류,원재료,145
2016-01-02,40002468,1,EA,4002843804,146,EA,1,2,식품첨가물,원재료,146
2016-01-02,20018044,20,EA,4002845140,1,EA,20,20,매입상품_음료,상품,1
2016-01-02,20018045,20,EA,4002845140,2,EA,20,20,매입상품_음료,상품,2
2016-01-02,,444,EA,,,,,4939.27,,,
,,114,PAC,,,,,,,,
2016-01-04,30000185,25,EA,4002851265,1,EA,25,1.5,완제빵_완제빵,완제품,1
2016-01-04,41001379,1,EA,4002851265,2,EA,1,1,지함&받침류,포장재,2
2016-01-04,30000183,25,EA,4002851265,3,EA,25,2.3,완제빵_완제빵,완제품,3
2016-01-04,41001379,1,EA,4002851265,4,EA,1,1,지함&받침류,포장재,4
2016-01-04,30000579,2,PAC,4002851265,5,PAC,2,3.296,완제빵_완제빵,완제품,5
